battery_id,cycle_index,discharge_index,ambient_temperature,capacity_ah,num_samples
B0006,57,24,24,1.9459811331421641,188
B0006,61,25,24,1.901407930553079,184
B0006,65,26,24,1.878674213680085,184
B0006,69,27,24,1.8683061328264219,183
B0006,73,28,24,1.8560244070082998,183
B0006,77,29,24,1.8451997961855777,183
B0006,81,30,24,1.857228890885317,182
B0006,85,31,24,1.9247760889090635,371
B0006,89,32,24,1.8822317526092551,365
B0006,93,33,24,1.855276687885587,363
B0006,97,34,24,1.8392508917181876,362
B0006,101,35,24,1.8185396073994429,360
B0006,105,36,24,1.8134770059567056,360
B0006,109,37,24,1.7971018450305436,359
B0006,113,38,24,1.7810046294120476,357
B0006,117,39,24,1.7710130422682329,356
B0006,121,40,24,1.7604712448170943,355
B0006,125,41,24,1.7502913788006587,355
B0006,129,42,24,1.7394925037732578,354
B0006,133,43,24,1.7546766553637203,179
B0006,135,44,24,1.7659390941842175,354
B0006,139,45,24,1.7337887419624838,352
B0006,143,46,24,1.713325912040734,350
B0006,147,47,24,1.7024077813673466,349
B0006,149,48,24,1.82371946178183,356
B0006,153,49,24,1.8081284050314708,356
B0006,157,50,24,1.7757610945034283,353
B0006,161,51,24,1.7447409841836798,351
B0006,165,52,24,1.729207034132373,350
B0006,169,53,24,1.7081086552553244,349
B0006,173,54,24,1.6975954237461768,349
B0006,177,55,24,1.6820634524029463,348
B0006,181,56,24,1.6714768322295086,347
B0006,185,57,24,1.6607591387047655,346
B0006,189,58,24,1.651121015038069,346
B0006,193,59,24,1.6401349256190927,345
B0006,197,60,24,1.6291999416165441,345
B0006,201,61,24,1.6088496302961666,343
B0006,205,62,24,1.6035244898969248,343
B0006,209,63,24,1.5989712144027983,342
B0006,213,64,24,1.5876273123575604,341
B0006,215,65,24,1.5829719744686166,341
B0006,219,66,24,1.567137636713563,340
B0006,223,67,24,1.5613446139713882,339
B0006,227,68,24,1.5511711892790419,338
B0006,231,69,24,1.5406741606295171,338
B0006,235,70,24,1.5253138744624433,337
B0006,239,71,24,1.5301570318067428,336
B0006,243,72,24,1.5246566834474087,336
B0006,247,73,24,1.5145492986655427,335
B0006,251,74,24,1.509391504602082,334
B0006,255,75,24,1.5039974333050705,333
B0006,259,76,24,1.4935201918040188,333
B0006,263,77,24,1.4876323024497422,333
B0006,265,78,24,1.5302876214401704,333
B0006,269,79,24,1.5040760088360112,331
B0006,273,80,24,1.4887593608730894,330
B0006,277,81,24,1.4782779285546637,330
B0006,281,82,24,1.478459982215684,330
B0006,285,83,24,1.473214844899973,329
B0006,289,84,24,1.4675164935067897,329
B0006,293,85,24,1.4516292657521335,327
B0006,297,86,24,1.4519237720967177,326
B0006,301,87,24,1.4471484694777745,326
B0006,305,88,24,1.4468538105659885,326
B0006,309,89,24,1.4416741930284678,325
B0006,312,90,24,1.5935866593100128,339
B0006,315,91,24,1.5463902376915637,329
B0006,319,92,24,1.51470559175661,328
B0006,323,93,24,1.4989786083335404,327
B0006,327,94,24,1.4831110745410492,326
B0006,331,95,24,1.4729664825468278,325
B0006,335,96,24,1.4627604396099307,324
B0006,339,97,24,1.4518364681062514,324
B0006,343,98,24,1.4468670644030392,323
B0006,347,99,24,1.441380399427779,322
B0006,351,100,24,1.431210744960774,322
B0006,355,101,24,1.4260247179525716,321
B0006,359,102,24,1.420487649966195,320
B0006,363,103,24,1.4207006230355006,321
B0006,366,104,24,1.452255804330839,322
B0006,370,105,24,1.431557632772571,320
B0006,374,106,24,1.415015751158943,319
B0006,378,107,24,1.4097311506517451,316
B0006,382,108,24,1.404917318129309,318
B0006,386,109,24,1.395164296571563,317
B0006,390,110,24,1.3945343832614077,317
B0006,394,111,24,1.3893171179312644,316
B0006,398,112,24,1.3838379472327809,315
B0006,402,113,24,1.3736814238195123,315
B0006,406,114,24,1.3786059891863676,315
B0006,410,115,24,1.3737600299108574,314
B0006,414,116,24,1.3682580583942712,313
B0006,418,117,24,1.3633024037317505,312
B0006,422,118,24,1.3580966140172601,312
B0006,426,119,24,1.353269090999531,312
B0006,430,120,24,1.3841605738237488,314
B0006,432,121,24,1.4051467790651473,315
B0006,436,122,24,1.378719022627353,313
B0006,440,123,24,1.3682657783199066,312
B0006,444,124,24,1.3573151296618016,311
B0006,448,125,24,1.3524934638801596,311
B0006,452,126,24,1.3474099151661236,309
B0006,456,127,24,1.3370075130842318,309
B0006,460,128,24,1.3312352966718526,309
B0006,464,129,24,1.3259303781727643,308
B0006,468,130,24,1.321578743867529,307
B0006,472,131,24,1.321225074066109,307
B0006,476,132,24,1.3156485301862682,307
B0006,480,133,24,1.3209025697502388,308
B0006,482,134,24,1.3474328767273906,309
B0006,484,135,24,1.3260128072353616,308
B0006,488,136,24,1.3101186784831063,307
B0006,492,137,24,1.30521620229393,306
B0006,496,138,24,1.3004061951355774,306
B0006,500,139,24,1.300235735841116,306
B0006,504,140,24,1.2895066722480755,305
B0006,508,141,24,1.279253057384795,304
B0006,512,142,24,1.2792078171714618,304
B0006,516,143,24,1.274036760902923,304
B0006,520,144,24,1.2741273923001468,303
B0006,524,145,24,1.2637639426440779,303
B0006,528,146,24,1.2581373688955233,302
B0006,532,147,24,1.253259864055301,302
B0006,536,148,24,1.2532313315493426,302
B0006,540,149,24,1.2480874960313577,301
B0006,544,150,24,1.2534354284944844,302
B0006,547,151,24,1.2898048773266901,305
B0006,551,152,24,1.2635402021758835,303
B0006,555,153,24,1.2479761706842853,302
B0006,559,154,24,1.2321202877943334,302
B0006,563,155,24,1.2271137666213534,301
B0006,567,156,24,1.2217397581377356,301
B0006,571,157,24,1.211102678915174,300
B0006,575,158,24,1.2056159765131735,300
B0006,579,159,24,1.2008936262717274,299
B0006,583,160,24,1.1905903985558335,299
B0006,587,161,24,1.185179251041941,298
B0006,591,162,24,1.1796706818144624,298
B0006,595,163,24,1.1745952836753915,298
B0006,599,164,24,1.15381833159625,297
B0006,603,165,24,1.1644009557372264,297
B0006,607,166,24,1.1587974947916069,297
B0006,611,167,24,1.1749748834769171,298
B0006,613,168,24,1.1856752327929356,300
B0007,1,1,24,1.89105229539079,197
B0007,3,2,24,1.880637027686859,196
B0007,5,3,24,1.8806626717011388,195
B0007,7,4,24,1.8807709009833444,194
B0007,9,5,24,1.8794508728285058,194
B0007,11,6,24,1.8807003517117404,195
B0007,13,7,24,1.8799352523566075,195
B0007,15,8,24,1.8815088124038797,191
B0007,17,9,24,1.8696907870385844,190
B0007,19,10,24,1.870052380139199,190
B0007,21,11,24,1.8700442394188577,189
B0007,24,12,24,1.8596518987766364,187
B0007,26,13,24,1.8590746560862206,186
B0007,28,14,24,1.8590084577709232,186
B0007,30,15,24,1.8593622586957048,185
B0007,32,16,24,1.8587355450601035,184
B0007,34,17,24,1.847817291322145,183
B0007,36,18,24,1.8485252916137047,182
B0007,38,19,24,1.848378951850034,182
B0007,41,20,24,1.8807805437609766,192
B0007,45,21,24,1.8814721597443598,190
B0007,49,22,24,1.8810954313244785,189
B0007,53,23,24,1.8710089649779995,187
B0007,57,24,24,1.8701995151941375,188
B0007,61,25,24,1.8706715362800985,184
B0007,65,26,24,1.8596124644020169,184
B0007,69,27,24,1.860033909718346,183
B0007,73,28,24,1.8591653109160768,183
B0007,77,29,24,1.8481398178778288,183
B0007,81,30,24,1.849201702126164,182
B0007,85,31,24,1.8834677437950846,371
B0007,89,32,24,1.8628211117905844,365
B0007,93,33,24,1.852085039652352,363
B0007,97,34,24,1.8469504648208708,362
B0007,101,35,24,1.836828431169018,360
B0007,105,36,24,1.8371619619672275,360
B0007,109,37,24,1.8316722583718854,359
B0007,113,38,24,1.8211470951317783,357
B0007,117,39,24,1.816506091511515,356
B0007,121,40,24,1.8113815601504555,355
B0007,125,41,24,1.8116056333939583,355
B0007,129,42,24,1.8060548955557403,354
B0007,133,43,24,1.8132041826994056,179
B0007,135,44,24,1.8062641938283535,354
B0007,139,45,24,1.7958310249900458,352
B0007,143,46,24,1.7858852600390451,350
B0007,147,47,24,1.7803268604502753,349
B0007,149,48,24,1.8150756899575577,356
B0007,153,49,24,1.8157025154845838,356
B0007,157,50,24,1.8002432178056673,353
B0007,161,51,24,1.7904476205609308,351
B0007,165,52,24,1.780343032300132,350
B0007,169,53,24,1.775328769596812,349
B0007,173,54,24,1.7702629734732853,349
B0007,177,55,24,1.760081061854204,348
B0007,181,56,24,1.749647593537689,347
B0007,185,57,24,1.749650075059311,346
B0007,189,58,24,1.745028739214683,346
B0007,193,59,24,1.7396457455286727,345
B0007,197,60,24,1.7285642277717963,345
B0007,201,61,24,1.723900324588418,343
B0007,205,62,24,1.7139788776485192,343
B0007,209,63,24,1.7139701997004613,342
B0007,213,64,24,1.7036521173638766,341
B0007,215,65,24,1.7040137474382486,341
B0007,219,66,24,1.6935716157343033,340
B0007,223,67,24,1.6876577363877656,339
B0007,227,68,24,1.6830744356583152,338
B0007,231,69,24,1.6779270142025482,338
B0007,235,70,24,1.6732060275966172,337
B0007,239,71,24,1.6674367208253988,336
B0007,243,72,24,1.6622662630667526,336
B0007,247,73,24,1.6574243065763063,335
B0007,251,74,24,1.652538684928734,334
B0007,255,75,24,1.6472174627573322,333
B0007,259,76,24,1.6364136810898071,333
B0007,263,77,24,1.6362554312048496,333
B0007,265,78,24,1.641119179218384,333
B0007,269,79,24,1.6315700789656966,331
B0007,273,80,24,1.621213282987236,330
B0007,277,81,24,1.6164273214762122,330
B0007,281,82,24,1.615823510161921,330
B0007,285,83,24,1.61672418029789,329
B0007,289,84,24,1.6108655863730026,329
B0007,293,85,24,1.6006603374309376,327
B0007,297,86,24,1.5959174487005663,326
B0007,301,87,24,1.5962179519462243,326
B0007,305,88,24,1.5958065114633972,326
B0007,309,89,24,1.5906507821480704,325
B0007,312,90,24,1.6888211161855506,339
B0007,315,91,24,1.6259938279733204,329
B0007,319,92,24,1.6157433862812898,328
B0007,323,93,24,1.6056626764846538,327
B0007,327,94,24,1.5949746921524348,326
B0007,331,95,24,1.5904102438871945,325
B0007,335,96,24,1.5853517062988178,324
B0007,339,97,24,1.5799737147242376,324
B0007,343,98,24,1.5752185465278068,323
B0007,347,99,24,1.569798484648868,322
B0007,351,100,24,1.5702565375950357,322
B0007,355,101,24,1.565249873909438,321
B0007,359,102,24,1.559633933561147,320
B0007,363,103,24,1.5649820533392105,321
B0007,366,104,24,1.57497949984227,322
B0007,370,105,24,1.5652811168780458,320
B0007,374,106,24,1.559755497470126,319
B0007,378,107,24,1.549897685670499,316
B0007,382,108,24,1.5438771531345021,318
B0007,386,109,24,1.5450187488690073,317
B0007,390,110,24,1.5445940154102908,317
B0007,394,111,24,1.5343086721758876,316
B0007,398,112,24,1.5287603942958483,315
B0007,402,113,24,1.5289260249179843,315
B0007,406,114,24,1.529091650133123,315
B0007,410,115,24,1.5239059324661248,314
B0007,414,116,24,1.5186675419100615,313
B0007,418,117,24,1.5136482266426952,312
B0007,422,118,24,1.5136050185229033,312
B0007,426,119,24,1.5139470614867965,312
B0007,430,120,24,1.5339599193158786,314
B0007,432,121,24,1.5391372798653098,315
B0007,436,122,24,1.5236247972838737,313
B0007,440,123,24,1.5135813035589147,312
B0007,444,124,24,1.5077850749847914,311
B0007,448,125,24,1.5031960676037333,311
B0007,452,126,24,1.4978220596995881,309
B0007,456,127,24,1.492848534633516,309
B0007,460,128,24,1.492414389867026,309
B0007,464,129,24,1.487482776538081,308
B0007,468,130,24,1.482535148640411,307
B0007,472,131,24,1.4827874322228984,307
B0007,476,132,24,1.476971179775059,307
B0007,480,133,24,1.4819015554137276,308
B0007,482,134,24,1.4981366198874824,309
B0007,484,135,24,1.4820775214392872,308
B0007,488,136,24,1.4771155312812152,307
B0007,492,137,24,1.4720772783056488,306
B0007,496,138,24,1.472248013656454,306
B0007,500,139,24,1.4670106672274665,306
B0007,504,140,24,1.4617672495335379,305
B0007,508,141,24,1.4566952670489708,304
B0007,512,142,24,1.451354972758956,304
B0007,516,143,24,1.451615926257375,304
B0007,520,144,24,1.4468161332173683,303
B0007,524,145,24,1.4467570607768785,303
B0007,528,146,24,1.4413797481446793,302
B0007,532,147,24,1.4362456252208178,302
B0007,536,148,24,1.4368154153924828,302
B0007,540,149,24,1.4362945145860047,301
B0007,544,150,24,1.4418575315878015,302
B0007,547,151,24,1.4672063484781797,305
B0007,551,152,24,1.4518640367848885,303
B0007,555,153,24,1.4471379752748499,302
B0007,559,154,24,1.441790586562399,302
B0007,563,155,24,1.431630947911111,301
B0007,567,156,24,1.4318084249673686,301
B0007,571,157,24,1.4262562585106868,300
B0007,575,158,24,1.4260877528924913,300
B0007,579,159,24,1.4212633510031694,299
B0007,583,160,24,1.4163272748795108,299
B0007,587,161,24,1.4165781829175994,298
B0007,591,162,24,1.4108401729425177,298
B0007,595,163,24,1.4109949628347804,298
B0007,599,164,24,1.4061714290398801,297
B0007,603,165,24,1.4063358479692922,297
B0007,607,166,24,1.4004552399066514,297
B0007,611,167,24,1.4217865046055154,298
B0007,613,168,24,1.4324552720625434,300
B0018,2,1,24,1.8550045207910817,366
B0018,6,2,24,1.8431955317089987,362
B0018,10,3,24,1.8396018424355423,358
B0018,14,4,24,1.8306736044962053,355
B0018,17,5,24,1.8327002069419656,354
B0018,19,6,24,1.8285288846046388,351
B0018,21,7,24,1.8212011895697924,348
B0018,23,8,24,1.8151700106433282,345
B0018,26,9,24,1.8042980520967649,342
B0018,29,10,24,1.8231002302844226,343
B0018,31,11,24,1.8121253520255494,340
B0018,33,12,24,1.8046916382117766,337
B0018,35,13,24,1.790844349786295,334
B0018,38,14,24,1.783470722841926,331
B0018,41,15,24,1.7809386125310702,330
B0018,43,16,24,1.771209039672698,327
B0018,45,17,24,1.7686303996707076,325
B0018,47,18,24,1.7536304801917124,323
B0018,50,19,24,1.7462197416415093,320
B0018,53,20,24,1.7376647337053737,317
B0018,55,21,24,1.7315166735475835,315
B0018,57,22,24,1.7085949894470602,314
B0018,59,23,24,1.711469957068211,311
B0018,62,24,24,1.7075021373272627,309
B0018,65,25,24,1.7492382064360228,312
B0018,67,26,24,1.7327697147429955,310
B0018,69,27,24,1.7222313328292376,308
B0018,71,28,24,1.711846298984729,306
B0018,74,29,24,1.699267835126687,304
B0018,77,30,24,1.6940366439243106,302
B0018,79,31,24,1.6819027078768087,300
B0018,81,32,24,1.6769770618433686,298
B0018,83,33,24,1.6655229306478936,296
B0018,86,34,24,1.6571924575832084,295
B0018,89,35,24,1.6482241555294048,292
B0018,91,36,24,1.6387701497987262,281
B0018,93,37,24,1.6276486907262062,289
B0018,95,38,24,1.62215370227252,287
B0018,98,39,24,1.6140066510467586,286
B0018,101,40,24,1.6760516154424623,288
B0018,103,41,24,1.649300642552199,286
B0018,105,42,24,1.63238299185809,283
B0018,107,43,24,1.6164159719025777,281
B0018,110,44,24,1.6109028378249377,279
B0018,113,45,24,1.5954638693695657,277
B0018,116,46,24,1.726707440085764,301
B0018,118,47,24,1.7165673917429753,298
B0018,120,48,24,1.6958235570934848,295
B0018,122,49,24,1.6777783190792557,292
B0018,124,50,24,1.6606586897774192,290
B0018,127,51,24,1.6664109274827466,289
B0018,129,52,24,1.6468336174407805,286
B0018,131,53,24,1.6257639928779952,284
B0018,133,54,24,1.6121577411874595,281
B0018,135,55,24,1.6057366823755344,280
B0018,140,56,24,1.673645314879889,279
B0018,142,57,24,1.6404348572349936,279
B0018,144,58,24,1.6132653317422077,276
B0018,146,59,24,1.5920964324686278,273
B0018,149,60,24,1.5866011820698824,271
B0018,152,61,24,1.5800766490336253,269
B0018,154,62,24,1.5641732953289167,267
B0018,156,63,24,1.555618272193922,265
B0018,158,64,24,1.5402045278637397,263
B0018,161,65,24,1.5321613015959863,261
B0018,164,66,24,1.5316232403693415,259
B0018,166,67,24,1.5222595950771978,257
B0018,168,68,24,1.5065267126851283,256
B0018,170,69,24,1.5014219556532926,253
B0018,173,70,24,1.4963534117486457,252
B0018,176,71,24,1.5334262000312422,255
B0018,178,72,24,1.523845267514426,253
B0018,180,73,24,1.5011920994261239,251
B0018,182,74,24,1.492417671450291,249
B0018,184,75,24,1.483323851940123,247
B0018,187,76,24,1.4807376792294196,245
B0018,189,77,24,1.4735077809902477,243
B0018,191,78,24,1.46801928526661,242
B0018,193,79,24,1.4580923557119019,241
B0018,196,80,24,1.4478660988891399,239
B0018,199,81,24,1.4527808777541982,238
B0018,201,82,24,1.4425356364492432,236
B0018,203,83,24,1.4392712877203313,235
B0018,205,84,24,1.4286475681888218,234
B0018,208,85,24,1.4249026750004896,233
B0018,211,86,24,1.4698115324524124,237
B0018,213,87,24,1.4525819651050202,234
B0018,215,88,24,1.442834198908794,232
B0018,217,89,24,1.428376058807949,230
B0018,219,90,24,1.4154547844370715,229
B0018,222,91,24,1.454576670077708,230
B0018,224,92,24,1.4283179548274056,229
B0018,226,93,24,1.4197026883204058,227
B0018,228,94,24,1.4155606630306516,226
B0018,231,95,24,1.405680035419228,224
B0018,234,96,24,1.4084461071166137,223
B0018,236,97,24,1.3968547782872414,222
B0018,238,98,24,1.3935670371440676,221
B0018,240,99,24,1.3893644292809475,219
B0018,243,100,24,1.3785651415666713,216
B0018,246,101,24,1.384901110085747,218
B0018,248,102,24,1.3703251814242443,217
B0018,250,103,24,1.3733464385229082,216
B0018,252,104,24,1.3679487285504814,215
B0018,255,105,24,1.3567141087089647,214
B0018,258,106,24,1.4604310209194575,223
B0018,260,107,24,1.4500998937104097,222
B0018,262,108,24,1.4381406901824496,221
B0018,264,109,24,1.4283681980964316,208
B0018,266,110,24,1.4147874517552432,217
B0018,269,111,24,1.413889163393182,205
B0018,271,112,24,1.3989331662177225,215
B0018,273,113,24,1.3953322584033976,214
B0018,275,114,24,1.390046129540245,213
B0018,278,115,24,1.3860271454209647,212
B0018,281,116,24,1.388215260193751,211
B0018,283,117,24,1.3761826562394497,209
B0018,285,118,24,1.3647168898640165,208
B0018,287,119,24,1.3589854739373584,207
B0018,290,120,24,1.3462308764008801,201
B0018,293,121,24,1.4268427818454643,212
B0018,295,122,24,1.4064481483279663,211
B0018,297,123,24,1.3934907492075153,209
B0018,299,124,24,1.3882493512249316,208
B0018,301,125,24,1.3701878338420928,206
B0018,304,126,24,1.3796951665608619,206
B0018,306,127,24,1.3686586323935683,204
B0018,308,128,24,1.3627371779096438,204
B0018,310,129,24,1.3634051133928073,204
B0018,313,130,24,1.3518646035305233,202
B0018,316,131,24,1.3547969729652622,201
B0018,318,132,24,1.341051440640485,200
